OBJECTID,County name,State name,State abbreviation,FIPS,Precip Above 99th pctl,Precip 1-day max,Precip 5-year max,Temperature average,Temp max 1-day,Temp Days 100 F,Temp Days 105 F,Temp Days 95 F,Temp mean summer,Temp Days Min 70 F,Temp Days Min 0 F,Temp Days Min 32 F,Temp min summer,Precip Annual GWL4,Precip Days 99 pctl GWL4,Shape__Area,Shape__Length
23,Dale County,Alabama,AL,01045,52.1033782958984,17.604919046969,14.6376486082335,6.0981081240886,6.63291891201122,30.1699729610134,4.76191893139401,72.965784021326,6.06740543004629,73.6791612779772,-0.0139729729979425,-17.2017836699615,7.06151348835713,10.8929468618857,50.4846951448465,2007961108.92969,200683.259541376
24,Dallas County,Alabama,AL,01047,48.743539598253,15.655730080983,10.5573650768825,6.34820633085947,6.71365080939399,33.5802381303575,6.25007937446473,71.6723970685686,6.3459047362918,70.4744130694677,-0.0515873017646964,-22.6050000266423,7.423920616271,10.9419590632121,46.00947743246,3615345860.12891,372884.868171076
25,DeKalb County,Alabama,AL,01049,63.0065472440899,14.3891132282761,14.9177169439928,6.67618866686551,7.32471694586412,14.9167924827,2.09762264872497,46.1984904307239,6.88743397874652,75.9660945388506,-0.357603772068923,-32.7558112954194,7.93267924830599,10.2109720122139,59.6653573889481,2973641985.875,274567.542710634
26,Elmore County,Alabama,AL,01051,54.6091860394145,14.7287441741589,7.84997678911963,6.31344187536905,6.69281395091567,29.9462556173635,5.10179068875867,66.8802556769793,6.19283719395482,77.3801163074582,-0.051720930653256,-25.5359766316968,7.22990698038145,9.99258728914483,47.6053594350815,2404189497.50391,273073.755539942
27,Escambia County,Alabama,AL,01053,45.7614069146625,18.8710508508197,14.1267966415923,6.05615252963567,6.34422034732366,32.4809152312198,4.61501696150182,76.564610626738,5.9749491901721,78.7589327278784,-0.0348474575932753,-20.3833219883806,7.00274577383268,11.7179879495653,50.4160838459813,3379443563.85352,289982.169114116
28,Etowah County,Alabama,AL,01055,57.7641511396928,17.0540302161014,13.8579395178593,6.55651514457934,7.10887878591364,23.766545382413,4.53209092400291,57.2943938284209,6.62966673301928,76.2943022756865,-0.139666667038744,-29.9281515063662,7.67203028996785,8.90401031031753,57.1228071359488,2074814599.93359,251821.833781097
29,Fayette County,Alabama,AL,01057,55.3800238654727,12.0215476581029,11.5226189976647,6.5789285614377,7.30335712432862,33.601904414949,8.99619042305719,64.7623809632801,6.7957618804205,76.9460950578962,-0.26090476307131,-30.4449999673026,7.86533330735706,10.2856451216198,54.1014840913856,2362387105.82422,222356.368515125
30,Franklin County,Alabama,AL,01059,58.4185951777867,12.9930714425587,19.3855000450498,6.91119045302981,7.72804764338902,30.0522379648118,7.58230951854161,62.0296190352667,7.18411902018956,77.0172849382673,-0.378142857835406,-33.8376425788516,8.16921424865723,9.90166779926845,54.7402028453593,2467982567.07813,210521.869602814
31,Geneva County,Alabama,AL,01061,56.1489394216826,19.617606307521,13.0834241924864,6.00127272172408,6.57103026996959,31.70775754524,4.62112123315985,76.841969576749,6.08112121350837,73.9939399488045,-0.00778787886498101,-17.9180908203125,7.06087878256133,12.9864658008922,56.3803683561437,2051439402.03516,212029.205727897
32,Greene County,Alabama,AL,01063,48.376097330233,16.7898292774107,16.0698536198314,6.48078043867902,6.96646342626432,37.2620974284847,8.90304878281384,69.8544880936786,6.64599996659814,68.3747802362209,-0.0773902438217547,-26.0700976208943,7.72907315230951,9.92552986377623,40.9734634147896,2428646845.98828,428895.010002901
33,Hale County,Alabama,AL,01065,44.6031748771668,15.4233499288559,15.5652751207352,6.40255000591278,6.67275002002716,34.074299955368,7.07977496385574,69.3715503692627,6.34684997797012,70.5405750274658,-0.0720500004477799,-24.8142000198364,7.43945000171661,8.81253941059113,36.8054827595805,2411346761.20313,299558.459752841
34,Henry County,Alabama,AL,01067,55.9274056924356,16.7355946979007,11.844054067457,6.13613510131836,6.73575677098455,31.5466486956622,5.17194591986166,73.1844055588181,6.07583780546446,73.7014057056324,-0.0103783784308345,-17.119135109154,7.05683781649615,11.3960845792616,57.0495485512607,2031536281.5918,199232.16059202
35,Houston County,Alabama,AL,01069,52.065605263961,17.2122631825899,13.1207894275063,6.11642104700992,6.68547369304456,33.8979996129086,4.99028948733681,78.7389207137258,6.04605263157895,71.7948947705721,-0.00302631588113543,-15.9671842173526,7.0111315877814,10.6628729418704,45.2181053626828,2063251009.72461,245885.869158971
36,Jackson County,Alabama,AL,01071,64.4486215952281,14.2741081392443,19.3833784026069,6.76025677371669,7.42910809130282,19.2845945616026,3.37297296524048,50.8141621770085,6.98293243227778,74.7784997063714,-0.423608107341302,-33.6026080363506,8.02282431318953,10.4103709427086,56.7962138597355,4336412147.15625,321244.876835306
37,Jefferson County,Alabama,AL,01073,51.1416388087802,14.6403472158644,14.6387639310625,6.68765279981825,7.24615276522106,30.4638888835907,7.14074999425146,63.3669442070855,6.72665275467767,75.888027826945,-0.172194443643093,-31.1493748558892,7.83015276326074,7.59692333141963,45.8902379369443,4203349149.55469,349832.797072474
38,Lamar County,Alabama,AL,01075,53.5893812633696,9.70276191121056,9.77609528814044,6.73776194027492,7.4804524126507,37.4372382391067,11.2655475480216,67.0475242251442,6.95216671625773,76.8554998125349,-0.287333332002163,-31.8527620406378,8.01364291281927,10.1941893327804,51.7758419837481,2275479222.54688,206356.801111811
39,Lauderdale County,Alabama,AL,01077,54.9417872327439,14.366127785216,21.2531063810308,6.95853192755516,7.69370208902562,32.5144893970895,8.49478727705935,62.7648511034377,7.1399574685604,74.9880212012758,-0.423106381867794,-33.9040639349755,8.0742128148992,6.99191096488466,47.4314577396099,2777173394.80078,282751.051078741
40,Lawrence County,Alabama,AL,01079,57.959095182873,13.7068094980149,21.0549762362526,6.79602380025954,7.50376187052046,29.1395714169457,7.06159524690537,60.7090239751907,6.91433336621239,76.4068332853771,-0.314333331726846,-31.9196906316848,7.92859527042934,8.68204550516038,51.1167366688068,2743095449.48828,237482.292561468
41,Lee County,Alabama,AL,01081,55.5579490661621,15.6845898016905,8.68669239679972,6.31641024809617,6.66923077901204,25.0262564634666,3.91015384747432,62.8387946104392,6.17282051917834,79.9757694342198,-0.0554358973526038,-26.8087949508276,7.23023079603146,11.6076546448928,54.7571534695833,2253662776.95703,241582.639497014
42,Limestone County,Alabama,AL,01083,60.4785833358765,14.8728055953979,22.3560278680589,6.87858331203461,7.60077779822879,28.7324998643663,6.8312777545717,59.7444167666965,7.0067777633667,74.1185279422336,-0.347944442182779,-33.3597778214349,8.00094445546468,9.00511948267619,51.1627268473307,2338353753.64844,207472.885239745
43,Lowndes County,Alabama,AL,01085,52.2574079863879,13.6339183924149,8.51377546543978,6.37995919402765,6.70344898652057,32.7393879793128,5.57477554983022,72.1578573110152,6.26226530269701,73.8841839225925,-0.0467755104206046,-22.8238163772894,7.30451020415948,9.68974983448885,49.2686201609098,2627551226.26172,282577.426157881
44,Macon County,Alabama,AL,01087,58.3386487187566,16.0170811575812,8.72810813542959,6.28202702548053,6.62389190776928,30.7467027097135,5.39421621528832,68.0431085534998,6.15270269239271,76.4687293800148,-0.0399729727289161,-24.856810853288,7.18705402838217,12.381469030638,54.4958197201,2233721463.14844,248141.969459353
45,Madison County,Alabama,AL,01089,64.7449309250404,14.0845517125623,21.5173964993707,6.83739658059745,7.49751721579453,26.7171033990794,6.08541380536967,58.2735859443401,6.98615518109552,76.1061039628654,-0.358206896946348,-32.7375344572396,8.00712071616074,9.08760739194935,51.5539442906614,3126320769.32422,295392.973486122
46,Marengo County,Alabama,AL,01091,48.6652814745903,17.3973125517368,14.6309062689543,6.4079687744379,6.64026564359665,34.8435622751713,6.71020311117172,71.510890007019,6.48051565885544,72.3141561746597,-0.0467656255350448,-24.3029999732971,7.60123435407877,11.1110379099846,44.3582039155822,3568651248.04688,316744.004797189
47,Marion County,Alabama,AL,01093,61.1151062985684,13.9375744880514,18.6934682359087,6.79710638776739,7.51568086096581,31.1308296690596,8.10808506417782,63.1430426252649,6.9911702135776,76.5179571598134,-0.382255317682916,-33.3744678497314,8.00017025115642,11.5553399958509,60.0986525331225,2818125311.57813,229596.67024346
48,Marshall County,Alabama,AL,01095,66.2216500282288,15.3508500337601,19.3418999671936,6.53692501783371,7.15182497501373,20.701500082016,3.85927500724793,53.8342999458313,6.70230000019074,77.9975997924805,-0.206799999624491,-29.9025500774384,7.76292501688004,10.9435385227203,65.1221900853244,2374774998.03516,273286.107359146
49,Mobile County,Alabama,AL,01097,33.9905062808266,15.4208860638775,12.2564809956128,6.0237341832511,6.10945568809027,23.6931519266925,2.45970884852017,74.3595190410373,5.88830380500117,63.723898489264,-0.00806329123487201,-14.5660886040217,6.79567088960092,9.73650157300732,42.0145615989512,4404137256.10547,867541.652921804
50,Monroe County,Alabama,AL,01099,44.1821147731093,13.7460000085049,11.5911311634251,6.147557375861,6.36840984469554,30.7416229560727,4.89188527279213,73.4166718780017,6.10624589294684,78.0449017384013,-0.0390327866876223,-21.2155246421939,7.17367211326224,9.77450852315934,45.9899431355795,3702026131.71094,337646.894701636
51,Montgomery County,Alabama,AL,01101,51.4084209642912,13.0522807271857,6.87978945071237,6.40196490706059,6.73522807840715,32.5161052503084,5.61326316783303,71.4689120911715,6.20115788777669,73.2124728821871,-0.0399824558642873,-23.3985614441989,7.21907016687226,10.0331986828854,46.6551360426278,2902993583.77344,312865.094555008
52,Morgan County,Alabama,AL,01103,63.8120501518249,13.7556250572205,19.7723250865936,6.79472498893738,7.45967500209808,27.969000005722,6.7366499722004,58.8451499938965,6.88432503938675,76.5902006149292,-0.277299999818206,-32.3724502086639,7.91440005302429,9.24948501586914,54.5533084668611,2287307733.41016,219673.900885331
53,Perry County,Alabama,AL,01105,47.563904716855,14.8164285251072,13.0977143333072,6.38526189894903,6.71911908331372,30.8725474221366,5.81266663188026,69.0728808811733,6.33980949719747,74.5940951392764,-0.0740952382662467,-24.8172380356562,7.43280951182047,9.83675007593064,42.3256395987745,2651290690.34766,263144.202567559
54,Pickens County,Alabama,AL,01107,43.9590345580002,11.6657586097717,10.4890345622753,6.60429311620778,7.09570690681195,36.9411725011365,9.45127582550049,68.4812416865908,6.60091377126759,71.8903275851546,-0.122172414228834,-29.0060000584043,7.68439655468382,8.52978450676491,47.3547189018943,3307852780.3125,272611.420773341
55,Pike County,Alabama,AL,01109,53.0880501747131,17.161425113678,9.72222504615784,6.25680003166199,6.78194999694824,29.442174911499,4.88289995193482,70.4426500320435,6.26020002365112,78.3935747146607,-0.0363250000402331,-20.6317749500275,7.28380000591278,12.2690918922424,48.6017868772466,2420323685.11328,267102.674127511
56,Randolph County,Alabama,AL,01111,52.9377353892607,16.8662353122936,9.33850005093743,6.47014706275042,6.91938238985398,19.583588067223,2.87867648811901,55.9775001301485,6.48508823619169,77.0525290545295,-0.160382352769375,-32.0154411652509,7.55755881702199,10.2215126542484,63.8183062018417,2171368992.26563,193407.636107036
57,Russell County,Alabama,AL,01113,57.1444047292074,16.9950715019589,10.1460953439985,6.37476189931234,6.73140475863502,32.3824284871419,5.86028569085258,69.9567854745047,6.18483334495908,73.3432143075125,-0.0278095237555958,-23.7926903225127,7.22319048926944,12.5848959968204,66.9702383085739,2352371011.75391,252928.634018969
58,St. Clair County,Alabama,AL,01115,54.5904047829764,17.4019762902033,14.7400237492153,6.59747619855972,7.03023809478396,26.0673332668486,5.07376190594265,60.3708573295957,6.56997615950448,77.1537144978841,-0.161047619545744,-31.6010000138056,7.66314282871428,9.29842088336036,59.0284790595372,2452145561.39453,298753.630831989
59,Shelby County,Alabama,AL,01117,48.3659411411659,15.4122352226108,14.7612353493186,6.53425493427351,7.01962743085973,29.9967059715121,6.19411764892877,65.8212743272968,6.55333334791894,79.042137594784,-0.142431372082701,-29.9962940590054,7.65149021148682,8.53788005604464,43.7669420656951,3006753427.73438,302553.699636117
60,Sumter County,Alabama,AL,01119,44.335525706663,16.3721355664528,17.1124575825061,6.44033899145611,6.72713558552629,36.2544745429087,8.02452544034537,71.3669831874007,6.56225423489587,70.8831187102755,-0.0635254240389598,-25.7928983397403,7.70294916831841,9.12027061591714,38.5323494620945,3341746816.01563,370282.942070304
61,Talladega County,Alabama,AL,01121,48.7527776930067,15.1008000055949,11.6840444776747,6.54139998753866,6.95711108313666,27.0748444875081,4.99388887087504,63.6993779500325,6.52120001051161,79.1171106974284,-0.137355555759536,-30.9224890814887,7.61655558480157,8.93438421885173,45.2790949685233,2831702682.42578,328201.915142698
62,Tallapoosa County,Alabama,AL,01123,56.3666602080723,15.8560000905451,8.52456603859955,6.27949056985243,6.81622641941286,25.6550189324145,4.14869810500235,62.6061130739608,6.33522644582784,81.1686981489073,-0.0986226414031578,-28.9472264343837,7.38494339529073,10.1964415604214,51.9298489325869,2820427174.12109,266891.623259415
63,Tuscaloosa County,Alabama,AL,01125,46.6713881548713,14.7433294632856,14.3193764293895,6.62558821509866,7.15841177772073,34.9627293081844,8.5631529527552,67.5849175397088,6.66170588100658,72.5844588335822,-0.124647059247774,-28.6583999858183,7.72544706568999,8.65918301414041,41.3422499391221,5021867267.56641,348972.150807327
64,Walker County,Alabama,AL,01127,57.8182884363028,13.2872691888076,13.9814422680781,6.66746156032268,7.32417304699237,31.5490962175223,7.78986544792469,63.7147692900438,6.77644229852236,76.0362695547251,-0.225538462113876,-31.0299038153428,7.84384616521689,9.89546453035794,53.234997584902,3027918790.125,287947.996984529
65,Washington County,Alabama,AL,01129,39.5621045240715,14.9979403339215,11.6457015222578,6.21364180009757,6.31735820912603,37.8235671199969,6.52514925287731,78.4947163596082,6.08008959044271,76.764761056473,-0.0350149251075823,-22.6627313699295,7.1898059773801,9.43254321368773,42.2804426028405,3882623004.67188,315796.750951884
66,Wilcox County,Alabama,AL,01131,51.1310335159302,14.5803499857585,9.44379995663961,6.33911666870117,6.67774997552236,34.3936168670654,6.54621666272481,73.120033899943,6.35834999879201,73.9272664388021,-0.0477166670064131,-22.5553999582926,7.45230000019073,11.7149090131124,52.6599733564589,3276792304.08984,318347.407218649
67,Winston County,Alabama,AL,01133,61.417825126648,13.7163749456406,18.0221000671387,6.72619999647141,7.43172498941421,26.4773749828339,5.90947498083115,59.5755999565125,6.89687498807907,77.9735246658325,-0.312149999290705,-32.2901000499725,7.91217502355576,10.3535402774811,62.2343353543963,2395497773.44531,201962.437598144
68,Apache County,Arizona,AZ,04001,30.2916065604309,9.36120901073587,7.66035657091438,7.60723224037983,7.54443579097915,19.0928620217978,4.58494398451606,40.0194903972565,7.83811612598232,14.7887199177994,-2.1636461764574,-54.3135491928767,8.66761338515359,4.31432368711896,44.2860275055988,43844707061.6836,1215337.78467018
69,Cochise County,Arizona,AZ,04003,21.9063206785405,7.75443433484797,12.1856212002799,7.21987878192555,6.98464645279778,49.3029570070312,20.1077878599319,69.4623180749742,7.21736616919739,54.8996162270054,-0.0415277780078332,-40.528742376,7.92113888986183,0.323052559117904,32.7184909112853,22397148882.4219,602192.09889921
70,Coconino County,Arizona,AZ,04005,33.4293048963315,12.9313260264513,17.3775300739258,7.52721950910926,7.3711300815024,26.0309975601915,9.94558373098384,44.064204045741,7.86600894152633,23.9714690841549,-0.931015446987306,-54.380207330037,8.63938210882792,5.9125005729108,45.2159180119929,73716969380.6602,1560895.10034105
71,Gila County,Arizona,AZ,04007,19.8380479142308,10.8578083339971,9.44835464546856,7.22039936601925,6.96686901909094,42.1368817742259,22.47928116589,57.0860320203982,7.49261023518376,41.3048147225913,-0.110964856459387,-43.3411278282872,8.19655908791783,1.62976282390471,27.7071104964825,18031045295.7617,1027303.97191229
72,Graham County,Arizona,AZ,04009,21.9784671394058,8.72224221180054,8.47176122294165,7.23391003922195,7.04797231284805,47.9751314250398,24.4737023866629,61.4620173777676,7.36875778086045,50.7931177279425,-0.0887162634042643,-40.7278235808376,8.14614879713752,-1.17986861191316,31.8104105499872,17108720213.7461,666114.848886044
73,Greenlee County,Arizona,AZ,04011,17.8181171589069,6.5341261142009,5.76071169923756,7.24167569048769,7.18168467873926,31.2537930015021,13.0470270283273,47.9382158815861,7.29754955274565,32.0958648365828,-0.669243243644601,-49.8907835676863,8.13942343479878,0.640181771471157,27.3858896798461,6854605110.26953,439401.049640685
74,La Paz County,Arizona,AZ,04012,9.75710890513442,6.11303961716543,10.146554481484,7.04492078441205,6.65051814825228,50.4582673252219,60.7264585337623,43.5622870945694,7.15900660033274,49.4360890530124,1.98019803701455E-05,-8.30978878929277,7.7622079125332,-6.85837891756899,29.4921207130858,16934464494.2266,706341.106783336
75,Maricopa County,Arizona,AZ,04013,14.8436409828547,11.192350680096,16.4698808669244,7.12506879416088,6.63507382021654,55.57227345281,63.9713353982708,47.4448187463235,7.30510738311998,53.2259917035199,-0.000191275171791797,-9.12495973526232,8.03059061181626,-3.11867249694957,32.4800095865342,34338278048.6719,978253.555227537
76,Mohave County,Arizona,AZ,04015,26.0062712139749,9.74992855588152,12.9632198712373,7.31751562495317,7.27038504396166,49.4002398880464,35.9093816876411,54.0032868470464,7.84566183654327,49.9111897509013,-0.101147321586463,-31.902002279048,8.62163949651378,3.0412287546263,42.1364162582623,52998715705.6328,1331219.10473485
77,Navajo County,Arizona,AZ,04017,31.4997337766794,10.3449953732124,8.92606307231462,7.58118308727558,7.32766615134019,24.1932815894714,6.10392308785007,48.2071246462602,7.78912615922781,20.3327292040678,-1.21451845980607,-53.9763076606164,8.59730922992412,5.10503791588829,45.0815861837283,38919296949.4219,1146664.65207548
78,Pima County,Arizona,AZ,04019,16.2869825390252,6.24076048727636,6.06658391375094,7.10005943008236,6.51162413617114,62.9805627581956,55.7606468268091,58.3395785435096,7.06067133033192,58.5945349506565,-0.00479195811712489,-13.6474108629293,7.73450349177513,-2.21385214875849,24.1087303392223,33267154940.8008,863169.665909159
79,Pinal County,Arizona,AZ,04021,20.5923304121754,8.54876989882252,9.94364013327259,7.0699587163672,6.49107079660646,60.4215900173581,59.6916578230956,53.1285840937522,7.11680530587481,57.5190885088086,-0.00261061951781796,-13.35277878359,7.86893804938392,-0.434636446501741,32.4704289025168,19803022462.0664,715355.253267327
80,Santa Cruz County,Arizona,AZ,04023,21.7553068377416,6.07202271041884,8.57140911810778,7.15446590293537,6.83312500065023,39.1787841618061,13.1235909106803,67.2139317014001,7.25676135041497,48.0909887010401,-0.0217727273279293,-40.3340794823386,7.93080682646144,-0.564194308339872,30.02033071145,4424739197.85547,297922.373840682
81,Yavapai County,Arizona,AZ,04025,23.7082690282632,12.413849235491,15.9807537939712,7.24981488253324,7.03331487233402,42.7234294764868,23.1410306184517,57.6797844981419,7.60678436282936,39.9484752389311,-0.128730916050227,-44.8653949935928,8.31679962427562,1.38800219812196,39.9569237384732,31143872030.832,898293.955916541
82,Yuma County,Arizona,AZ,04027,13.2694152573408,7.11557061821064,13.4240056552456,7.02955366393267,6.48061582732335,52.0278107163596,64.1512089637714,45.0221243389582,7.01483615374161,50.7963700375314,0,-4.80946326929297,7.65140394841211,-3.42304031325157,46.6234909548355,20274727068.6719,670231.774499945
83,Arkansas County,Arkansas,AR,05001,51.4309436636911,17.2748168488623,18.9561269384035,6.70308451585367,7.13222533884183,40.4029012330821,11.1327605583298,66.5506339274662,6.93808450161571,62.5684228279221,-0.122338027706448,-25.5287182230345,7.70559155773109,8.16715487627916,51.1217366636189,3951014737.79688,408593.60352873
84,Ashley County,Arkansas,AR,05003,31.7172097544516,7.49748387644368,4.86425808168227,6.74253228402907,7.17264516122879,47.7949677744219,14.4020000273182,71.547790404289,6.99362901718386,70.1210965802593,-0.074451613149816,-26.2646612351941,7.98443545064619,5.65452071928209,32.5872425644486,3487338989.80859,284072.247189372
85,Baxter County,Arkansas,AR,05005,57.0588158055356,17.9889999941776,15.2557894305179,7.36968420681201,7.27878949516698,32.0793420390079,11.0066052236055,58.4480787578382,7.51418422397814,68.8715260154322,-0.915710533920087,-38.7252106917532,8.106289449491,7.12827942245885,72.5090772607824,2343633690.82813,266175.922382523
86,Benton County,Arkansas,AR,05007,40.9684578847077,13.7139152429872,14.4234746027801,7.41822038262578,8.02811862654605,31.7834575459109,12.3404068381099,56.849016868462,7.95150844929582,71.1745595123808,-1.16040677741423,-35.6276272919218,8.51988131313001,4.70814850370763,54.8961912649649,3536829277.08203,321280.524645655
87,Boone County,Arkansas,AR,05009,45.4393334161668,17.9253333409627,16.2714760644095,7.23685713041396,7.47149995395115,28.1943093027387,9.56840468588329,54.101857321603,7.57297618048532,68.8760713849749,-1.03661904874302,-35.9811665671212,8.13588087899344,4.48509683495476,69.6793351915148,2405819841.46094,210770.701506571
